isHome,shotType,situation,bodyPart,goalMouthLocation,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,player.name,player.firstName,player.lastName,player.slug,player.shortName,player.position,player.userCount,player.id,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,draw.start.x,draw.start.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.block.x,draw.block.y,xgot,goalType,color
False,block,corner,head,low-right,0.031265705823898,2022246,88,,5275,3,125,shot,Guzmán Corujo,,,guzman-corujo,G. Corujo,D,118,874970,12.1,44.5,0,0,46.2,19.0,44.5,12.1,53.8,0,53.8,81.0,6.8,48.6,0.0,48.6,6.8,,,#ea6969
False,save,assisted,left-foot,high-left,0.02192734181881,2022142,57,,3371,34,2029,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,19.8,74.5,0,0,53.0,35.4,74.5,19.8,47.0,0,47.0,64.6,1.6,53.2,0.0,53.2,1.6,0.5082,,#ea6969
False,block,regular,left-foot,low-centre,0.075142063200474,2022050,36,,2125,10,575,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,11.6,65.5,0,0,51.7,19.0,65.5,11.6,48.3,0,48.3,81.0,9.6,62.5,0.0,62.5,9.6,,,#ea6969
False,miss,assisted,right-foot,left,0.09226717799902,2022011,21,,1257,25,1443,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,16.1,48.2,0,0,60.7,11.1,48.2,16.1,39.3,0,39.3,88.9,,,,,,,,#ea6969
False,save,assisted,head,high-centre,0.047106210142374,2022006,18,,1065,28,1635,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,11.1,49.3,0,0,50.6,21.5,49.3,11.1,49.4,0,49.4,78.5,1.4,50.0,0.0,50.0,1.4,0.035,,#ea6969
False,miss,regular,left-foot,left,0.010184158571064,2016260,90,8.0,5837,1,463,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,43.0,18.4,0,0,99.2,33.3,18.4,43.0,0.8,0,0.8,66.7,3.7,0.0,0.0,0.0,3.7,,,#ea6969
False,miss,assisted,left-foot,left,0.019795848056674,2016254,90,1.0,5417,1,883,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,26.0,56.3,0,0,61.0,16.7,56.3,26.0,39.0,0,39.0,83.3,,,,,,,,#ea6969
False,miss,corner,head,left,0.031619440764189,2016259,84,,5011,7,389,shot,Bill Tuiloma,,,bill-tuiloma,B. Tuiloma,D,71,155892,10.3,44.9,0,0,77.0,19.4,44.9,10.3,23.0,0,23.0,80.6,4.5,27.4,0.0,27.4,4.5,,,#ea6969
False,goal,corner,left-foot,low-right,0.40007391571999,2016244,73,,4374,18,1026,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,3.9,54.3,0,0,46.2,9.5,54.3,3.9,53.8,0,53.8,90.5,,,,,,0.9057,regular,#00FF00
False,miss,assisted,left-foot,high,0.24446189403534,2016240,69,,4130,22,1270,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,8.4,59.6,0,0,50.3,69.4,59.6,8.4,49.7,0,49.7,30.6,,,,,,,,#ea6969
False,miss,corner,right-foot,right,0.027127124369144,2016230,60,,3560,31,1840,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,18.2,60.4,0,0,32.6,5.6,60.4,18.2,67.4,0,67.4,94.4,,,,,,,,#ea6969
False,miss,assisted,right-foot,high,0.048852793872356,2016225,56,,3315,35,2085,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,24.7,56.4,0,0,45.2,81.9,56.4,24.7,54.8,0,54.8,18.1,,,,,,,,#ea6969
False,save,assisted,other,low-centre,0.40697738528252,2016228,55,,3283,36,2117,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,5.3,53.6,0,0,50.3,13.9,53.6,5.3,49.7,0,49.7,86.1,0.2,50.7,0.0,50.7,0.2,0.4213,,#ea6969
False,miss,assisted,left-foot,high-left,0.044155739247799,2016222,54,,3187,37,2213,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,19.7,65.4,0,0,61.3,83.3,65.4,19.7,38.7,0,38.7,16.7,,,,,,,,#ea6969
False,miss,free-kick,left-foot,high,0.051586389541626,2016214,49,,2896,42,2504,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,22.7,69.6,0,0,44.7,65.3,69.6,22.7,55.3,0,55.3,34.7,,,,,,,,#ea6969
False,block,set-piece,right-foot,low-right,0.076725274324417,2016190,37,,2206,9,494,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,12.6,45.2,0,0,47.6,19.0,45.2,12.6,52.4,0,52.4,81.0,6.4,48.7,0.0,48.7,6.4,,,#ea6969
False,save,set-piece,head,low-centre,0.12394588440657,2016187,36,,2127,10,573,shot,Adilson Malanda,Adilson Malanda,,adilson-malanda,A. Malanda,D,57,1095645,6.7,55.3,0,0,50.3,11.4,55.3,6.7,49.7,0,49.7,88.6,0.59999999999999,52.0,0.0,52.0,0.59999999999999,0.0232,,#ea6969
False,save,assisted,left-foot,high-centre,0.032376583665609,2016180,30,,1759,16,941,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,12.4,75.5,0,0,48.6,29.1,75.5,12.4,51.4,0,51.4,70.9,0.0,51.8,0.0,51.8,0.0,0.0789,,#ea6969
False,miss,assisted,left-foot,close-right,0.2615615427494,2016141,5,,285,41,2415,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,13.0,62.6,0,0,40.8,2.8,62.6,13.0,59.2,0,59.2,97.2,,,,,,,,#ea6969
True,miss,assisted,head,high,0.081809110939503,2003630,90,5.0,5674,1,626,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,9.1,51.1,0,0,51.4,70.8,51.1,9.1,48.6,0,48.6,29.2,,,,,,,,#ea6969
True,block,corner,head,low-right,0.21385963261127,2003597,86,,5114,5,286,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,4.4,47.8,0,0,47.2,19.0,47.8,4.4,52.8,0,52.8,81.0,3.6,48.7,0.0,48.7,3.6,,,#ea6969
True,miss,free-kick,right-foot,high-right,0.035106062889099,2003522,70,,4186,21,1214,shot,Bill Tuiloma,,,bill-tuiloma,B. Tuiloma,D,71,155892,27.2,63.6,0,0,43.0,80.6,63.6,27.2,57.0,0,57.0,19.4,,,,,,,,#ea6969
True,save,assisted,head,low-centre,0.03683802485466,2003499,67,,3979,24,1421,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,11.1,42.5,0,0,50.5,18.4,42.5,11.1,49.5,0,49.5,81.6,1.6,49.3,0.0,49.3,1.6,0.0267,,#ea6969
True,save,assisted,right-foot,low-centre,0.017635505646467,2003486,63,,3764,28,1636,shot,Nathan Byrne,,,nathan-byrne,N. Byrne,D,25,147887,27.6,61.4,0,0,51.0,13.9,61.4,27.6,49.0,0,49.0,86.1,2.5,51.8,0.0,51.8,2.5,0.0269,,#ea6969
True,save,assisted,right-foot,low-left,0.021860552951694,2003407,51,,3033,40,2367,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,27.4,30.6,0,0,52.1,7.6,30.6,27.4,47.9,0,47.9,92.4,1.9,48.6,0.0,48.6,1.9,0.0604,,#ea6969
True,miss,throw-in-set-piece,head,high,0.01875320263207,2003385,46,,2754,45,2646,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,10.1,65.1,0,0,46.7,70.8,65.1,10.1,53.3,0,53.3,29.2,,,,,,,,#ea6969
True,block,free-kick,left-foot,low-centre,0.037990767508745,2003280,42,,2461,4,239,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,23.3,72.7,0,0,49.5,19.0,72.7,23.3,50.5,0,50.5,81.0,9.2,59.2,0.0,59.2,9.2,,,#ea6969
True,save,assisted,head,low-right,0.1192385032773,2003243,33,,1959,13,741,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,12.0,43.3,0,0,47.6,8.2,43.3,12.0,52.4,0,52.4,91.8,2.0,48.7,0.0,48.7,2.0,0.1187,,#ea6969
True,miss,regular,right-foot,high-right,0.023583559319377,2003230,29,,1700,17,1000,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,26.6,48.4,0,0,42.0,72.2,48.4,26.6,58.0,0,58.0,27.8,,,,,,,,#ea6969
True,save,set-piece,right-foot,low-centre,0.11253029853106,2003208,23,,1330,23,1370,shot,Nathan Byrne,,,nathan-byrne,N. Byrne,D,25,147887,14.8,44.1,0,0,48.7,16.5,44.1,14.8,51.3,0,51.3,83.5,1.9,49.1,0.0,49.1,1.9,0.0518,,#ea6969
True,goal,regular,right-foot,low-left,0.2371720969677,2003146,6,,357,40,2343,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,6.7,42.8,0,0,53.4,0.6,42.8,6.7,46.6,0,46.6,99.4,,,,,,0.8231,regular,#00FF00
True,goal,regular,left-foot,low-left,0.11317357420921,1997793,81,,4859,10,541,shot,Brandon Cambridge,Brandon Cambridge,,cambridge-brandon,B. Cambridge,M,19,1457564,7.0,60.1,0,0,53.1,0.6,60.1,7.0,46.9,0,46.9,99.4,,,,,,0.4567,regular,#00FF00
True,save,set-piece,head,low-centre,0.064900979399681,1997759,73,,4339,18,1061,shot,Jan Sobociński,,,jan-sobocinski,J. Sobociński,D,365,920687,9.7,52.7,0,0,51.0,9.5,52.7,9.7,49.0,0,49.0,90.5,0.099999999999994,50.9,0.0,50.9,0.099999999999994,0.0357,,#ea6969
True,goal,assisted,left-foot,low-left,0.22896866500378,1997738,68,,4022,23,1378,shot,Brandon Cambridge,Brandon Cambridge,,cambridge-brandon,B. Cambridge,M,19,1457564,10.9,63.2,0,0,53.6,15.2,63.2,10.9,46.4,0,46.4,84.8,,,,,,0.7518,regular,#00FF00
True,block,corner,left-foot,low-left,0.025586301460862,1997546,43,,2541,3,159,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,17.7,45.7,0,0,52.7,19.0,45.7,17.7,47.3,0,47.3,81.0,14.0,46.0,0.0,46.0,14.0,,,#ea6969
True,miss,assisted,right-foot,high,0.12174586951733,1997423,15,,886,31,1814,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,11.0,38.5,0,0,46.4,87.5,38.5,11.0,53.6,0,53.6,12.5,,,,,,,,#ea6969
False,save,assisted,right-foot,low-right,0.057858258485794,1992226,90,7.0,5785,1,515,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,21.8,48.2,0,0,47.2,7.6,48.2,21.8,52.8,0,52.8,92.4,4.5,49.8,0.0,49.8,4.5,0.1371,,#ea6969
False,miss,assisted,left-foot,close-right,0.39207082986832,1992203,88,,5261,3,139,shot,Brandon Cambridge,Brandon Cambridge,,cambridge-brandon,B. Cambridge,M,19,1457564,10.5,39.1,0,0,41.5,5.6,39.1,10.5,58.5,0,58.5,94.4,,,,,,,,#ea6969
False,miss,corner,right-foot,high-left,0.038246270269156,1992137,69,,4088,22,1312,shot,Jaylin Lindsey,,,jaylin-lindsey,J. Lindsey,D,77,906015,12.4,55.0,0,0,63.7,90.3,55.0,12.4,36.3,0,36.3,9.7,,,,,,,,#ea6969
False,goal,assisted,right-foot,low-left,0.56440478563309,1992075,57,,3368,34,2032,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,10.0,52.4,0,0,53.4,4.4,52.4,10.0,46.6,0,46.6,95.6,,,,,,0.8997,regular,#00FF00
False,goal,penalty,left-foot,low-right,0.7884,1992066,52,,3104,39,2296,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,11.5,50.0,0,0,47.4,3.2,50.0,11.5,52.6,0,52.6,96.8,,,,,,0.9817,penalty,#00FF00
False,goal,assisted,right-foot,high-left,0.42943713068962,1991865,18,,1033,28,1667,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,5.7,45.4,0,0,54.1,30.4,45.4,5.7,45.9,0,45.9,69.6,,,,,,0.9451,regular,#00FF00
True,block,assisted,right-foot,low-centre,0.034139171242714,1979938,78,,4637,13,763,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,15.5,28.1,0,0,49.3,19.0,28.1,15.5,50.7,0,50.7,81.0,14.2,30.0,0.0,30.0,14.2,,,#ea6969
True,goal,set-piece,head,low-left,,1979908,74,,4409,17,991,shot,Richard Ledezma,,,richard-ledezma,R. Ledezma,M,416,985176,6.3,56.3,0,0,54.4,13.9,56.3,6.3,45.6,0,45.6,86.1,,,,,,,own,#00FF00
True,block,assisted,right-foot,low-centre,0.032383643090725,1979871,63,,3770,28,1630,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,23.3,42.6,0,0,50.3,19.0,42.6,23.3,49.7,0,49.7,81.0,19.2,43.9,0.0,43.9,19.2,,,#ea6969
True,miss,corner,right-foot,left,0.015842081978917,1979782,49,,2932,42,2468,shot,Jaylin Lindsey,,,jaylin-lindsey,J. Lindsey,D,77,906015,25.0,44.3,0,0,60.3,5.6,44.3,25.0,39.7,0,39.7,94.4,,,,,,,,#ea6969
True,miss,corner,head,left,0.056805536150932,1979824,49,,2926,42,2474,shot,Adilson Malanda,Adilson Malanda,,adilson-malanda,A. Malanda,D,57,1095645,9.3,50.2,0,0,99.8,8.3,50.2,9.3,0.2,0,0.2,91.7,7.6,26.7,0.0,26.7,7.6,,,#ea6969
True,block,assisted,left-foot,low-left,0.040818851441145,1979769,48,,2849,43,2551,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,14.4,36.3,0,0,52.5,19.0,36.3,14.4,47.5,0,47.5,81.0,12.8,37.5,0.0,37.5,12.8,,,#ea6969
True,block,free-kick,left-foot,low-centre,0.074823379516602,1979667,43,,2531,3,169,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,22.3,39.2,0,0,50.9,19.0,39.2,22.3,49.1,0,49.1,81.0,16.7,41.7,0.0,41.7,16.7,,,#ea6969
True,goal,corner,head,high-right,0.14270456135273,1979639,39,,2303,7,397,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,5.8,47.0,0,0,47.7,27.8,47.0,5.8,52.3,0,52.3,72.2,,,,,,0.789,regular,#00FF00
True,save,assisted,left-foot,low-right,0.062633275985718,1979624,37,,2162,9,538,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,15.8,35.8,0,0,48.1,5.7,35.8,15.8,51.9,0,51.9,94.3,2.3,47.3,0.0,47.3,2.3,0.1095,,#ea6969
True,post,regular,right-foot,right,0.055221512913704,1979600,27,,1587,19,1113,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,24.0,53.6,0,0,44.5,19.6,53.6,24.0,55.5,0,55.5,80.4,,,,,,,,#ea6969
True,goal,assisted,right-foot,high-centre,0.88000518083572,1979517,8,,469,38,2231,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,5.3,48.5,0,0,51.0,20.3,48.5,5.3,49.0,0,49.0,79.7,,,,,,0.7223,regular,#00FF00
True,miss,corner,left-foot,high,0.054059416055679,1979502,6,,357,40,2343,shot,Jan Sobociński,,,jan-sobocinski,J. Sobociński,D,365,920687,1.3,37.5,0,0,51.8,79.2,37.5,1.3,48.2,0,48.2,20.8,,,,,,,,#ea6969
False,miss,regular,right-foot,high-right,0.039356976747513,1968427,58,,3434,33,1966,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,23.8,52.5,0,0,41.2,94.4,52.5,23.8,58.8,0,58.8,5.6,,,,,,,,#ea6969
False,block,assisted,right-foot,low-centre,0.020185766741633,1968426,58,,3433,33,1967,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,21.5,28.1,0,0,49.1,19.0,28.1,21.5,50.9,0,50.9,81.0,15.7,34.3,0.0,34.3,15.7,,,#ea6969
False,save,corner,head,low-centre,0.13987764716148,1968418,56,,3323,35,2077,shot,Nathan Byrne,,,nathan-byrne,N. Byrne,D,25,147887,4.6,55.3,0,0,49.4,14.6,55.3,4.6,50.6,0,50.6,85.4,2.9,54.0,0.0,54.0,2.9,0.2266,,#ea6969
False,miss,corner,right-foot,high,0.047340210527182,1968307,45,4.0,2894,1,2506,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,22.1,57.3,0,0,47.2,83.3,57.3,22.1,52.8,0,52.8,16.7,,,,,,,,#ea6969
False,miss,assisted,right-foot,close-high,0.049519706517458,1968203,22,,1270,24,1430,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,14.0,33.2,0,0,45.9,55.6,33.2,14.0,54.1,0,54.1,44.4,,,,,,,,#ea6969
False,block,assisted,left-foot,low-left,0.15105782449245,1968202,19,,1083,27,1617,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,11.7,41.5,0,0,54.2,19.0,41.5,11.7,45.8,0,45.8,81.0,8.3,42.8,0.0,42.8,8.3,,,#ea6969
False,block,assisted,left-foot,high-left,0.052142232656479,1968161,6,,310,40,2390,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,19.1,66.2,0,0,53.8,20.8,66.2,19.1,46.2,0,46.2,79.2,17.6,65.0,0.0,65.0,17.6,,,#ea6969
True,save,assisted,right-foot,low-centre,0.019273772835732,1954717,88,,5238,3,162,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,32.4,72.0,0,0,50.0,15.8,72.0,32.4,50.0,0,50.0,84.2,9.0,56.1,0.0,56.1,9.0,0.0131,,#ea6969
True,block,assisted,right-foot,low-centre,0.040036242455244,1954705,84,,5036,7,364,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,13.1,70.2,0,0,48.7,19.0,70.2,13.1,51.3,0,51.3,81.0,11.2,67.5,0.0,67.5,11.2,,,#ea6969
True,save,regular,left-foot,low-centre,0.11773318052292,1954695,83,,4970,8,430,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,12.0,59.8,0,0,50.8,4.4,59.8,12.0,49.2,0,49.2,95.6,2.3,50.7,0.0,50.7,2.3,0.0468,,#ea6969
True,block,assisted,left-foot,low-centre,0.10797806084156,1954694,83,,4966,8,434,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,14.7,56.5,0,0,49.4,19.0,56.5,14.7,50.6,0,50.6,81.0,9.3,54.3,0.0,54.3,9.3,,,#ea6969
True,miss,free-kick,left-foot,high-right,0.031961038708687,1954662,76,,4545,15,855,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,20.0,84.8,0,0,37.0,66.7,84.8,20.0,63.0,0,63.0,33.3,,,,,,,,#ea6969
True,miss,corner,other,right,0.043683532625437,1954411,39,,2316,7,384,shot,Kamil Jóźwiak,,,kamil-jozwiak,K. Jóźwiak,M,2804,814820,4.2,60.3,0,0,40.2,27.8,60.3,4.2,59.8,0,59.8,72.2,,,,,,,,#ea6969
True,goal,assisted,right-foot,high-right,0.15832632780075,1954396,37,,2163,9,537,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,14.0,54.2,0,0,46.8,29.7,54.2,14.0,53.2,0,53.2,70.3,,,,,,0.3728,regular,#00FF00
True,block,assisted,left-foot,low-centre,0.071092702448368,1954404,36,,2135,10,565,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,15.3,49.3,0,0,50.9,19.0,49.3,15.3,49.1,0,49.1,81.0,13.4,49.3,0.0,49.3,13.4,,,#ea6969
True,block,assisted,right-foot,low-centre,0.069407403469086,1954403,36,,2126,10,574,shot,Kamil Jóźwiak,,,kamil-jozwiak,K. Jóźwiak,M,2804,814820,11.8,66.0,0,0,49.6,19.0,66.0,11.8,50.4,0,50.4,81.0,9.9,63.5,0.0,63.5,9.9,,,#ea6969
True,block,regular,left-foot,low-left,0.065086215734482,1954313,13,,776,33,1924,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,20.4,35.1,0,0,52.2,19.0,35.1,20.4,47.8,0,47.8,81.0,15.9,37.9,0.0,37.9,15.9,,,#ea6969
True,save,set-piece,head,low-centre,0.20583538711071,1954262,2,,62,44,2638,shot,Bill Tuiloma,,,bill-tuiloma,B. Tuiloma,D,71,155892,9.0,49.5,0,0,50.4,15.2,49.5,9.0,49.6,0,49.6,84.8,2.0,50.2,0.0,50.2,2.0,0.1169,,#ea6969
True,miss,assisted,right-foot,right,0.021220903843641,1940562,90,7.0,5805,1,495,shot,Orrin McKinze Gaines II.,,,orrin-mckinze-gaines-ii,O. M. G. II.,F,28,818397,27.9,31.2,0,0,36.8,16.7,31.2,27.9,63.2,0,63.2,83.3,,,,,,,,#ea6969
True,miss,corner,head,left,0.04958288744092,1940541,84,,5024,7,376,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,7.1,58.8,0,0,98.2,9.7,58.8,7.1,1.8,0,1.8,90.3,8.4,19.7,0.0,19.7,8.4,,,#ea6969
True,save,assisted,left-foot,high-left,0.042836640030146,1940476,77,,4580,14,820,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,21.9,45.8,0,0,52.2,20.3,45.8,21.9,47.8,0,47.8,79.7,1.0,50.2,0.0,50.2,1.0,0.1076,,#ea6969
True,goal,assisted,head,low-right,0.15334817767143,1940418,65,,3853,26,1547,shot,Kamil Jóźwiak,,,kamil-jozwiak,K. Jóźwiak,M,2804,814820,3.9,57.1,0,0,46.9,6.3,57.1,3.9,53.1,0,53.1,93.7,,,,,,0.6162,regular,#00FF00
True,goal,regular,right-foot,low-right,0.10127208381891,1940412,62,,3702,29,1698,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,18.4,44.5,0,0,46.1,15.8,44.5,18.4,53.9,0,53.9,84.2,,,,,,0.3102,regular,#00FF00
True,miss,assisted,right-foot,high,0.016525115817785,1940407,61,,3632,30,1768,shot,Harrison Afful,,,harrison-afful,H. Afful,D,208,32741,29.9,54.8,0,0,49.1,61.1,54.8,29.9,50.9,0,50.9,38.9,,,,,,,,#ea6969
True,block,assisted,left-foot,low-centre,0.09795019775629,1940352,50,,2964,41,2436,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,15.1,50.3,0,0,51.0,19.0,50.3,15.1,49.0,0,49.0,81.0,11.5,50.0,0.0,50.0,11.5,,,#ea6969
True,miss,assisted,right-foot,right,0.064128421247005,1940336,49,,2908,42,2492,shot,Kamil Jóźwiak,,,kamil-jozwiak,K. Jóźwiak,M,2804,814820,2.9,68.5,0,0,36.0,15.3,68.5,2.9,64.0,0,64.0,84.7,,,,,,,,#ea6969
True,block,assisted,left-foot,low-centre,0.019971190020442,1940150,26,,1529,20,1171,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,28.3,76.1,0,0,49.3,19.0,76.1,28.3,50.7,0,50.7,81.0,17.7,66.6,0.0,66.6,17.7,,,#ea6969
True,block,fast-break,left-foot,low-left,0.11277586221695,1940149,25,,1461,21,1239,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,14.9,58.4,0,0,51.9,19.0,58.4,14.9,48.1,0,48.1,81.0,12.1,56.5,0.0,56.5,12.1,,,#ea6969
True,miss,assisted,right-foot,left,0.023521829396486,1940141,24,,1397,22,1303,shot,Kamil Jóźwiak,,,kamil-jozwiak,K. Jóźwiak,M,2804,814820,20.8,68.8,0,0,63.0,12.5,68.8,20.8,37.0,0,37.0,87.5,,,,,,,,#ea6969
True,miss,assisted,right-foot,high-right,0.035651918500662,1940131,19,,1099,27,1601,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,13.1,10.9,0,0,26.1,47.2,10.9,13.1,73.9,0,73.9,52.8,,,,,,,,#ea6969
